Locus_tag	Orig_Location	Orig_Num_Transcripts	Contig:start-end	Strand	Gene_Length	Num_Transcripts	mRNA_AED	CDS_AED	Description
I1I15_009858	contig6:235576-236358	1	contig6:235576-236358	+	782	1	0.000	0.000	no change
I1I15_009859	contig6:236656-237858	1	contig6:236656-237858	-	1202	1	0.000	0.000	no change
I1I15_009860	contig6:238491-239442	1	contig6:238451-240345	-	1894	1	0.259	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009861	contig6:241617-242642	1	contig6:241617-242642	+	1025	1	0.000	0.000	no change
I1I15_009862	contig6:245933-247790	1	contig6:245933-247790	+	1857	1	0.000	0.000	no change
I1I15_009863	contig6:247900-248991	1	contig6:247900-248991	-	1091	1	0.000	0.000	no change
I1I15_009864	contig6:249724-250991	1	contig6:249724-250991	-	1267	1	0.000	0.000	no change
I1I15_009865	contig6:253571-254131	1	contig6:253571-254131	-	560	1	0.000	0.000	no change
I1I15_009866	contig6:255770-262502	1	contig6:255770-262502	+	6732	1	0.000	0.000	no change
I1I15_009867	contig6:264395-268675	1	contig6:264395-268675	+	4280	1	0.000	0.000	no change
I1I15_009868	contig6:269109-269563	1	contig6:269109-269563	-	454	1	0.000	0.000	no change
I1I15_009869	contig6:270575-270799	1	contig6:270575-270799	-	224	1	0.000	0.000	no change
I1I15_009870	contig6:273220-273666	1	contig6:273176-273666	+	490	1	0.051	0.000	gene coordinates updated;5prime UTR added;mRNA updated
I1I15_009871	contig6:273815-274584	1	contig6:273815-274584	-	769	1	0.000	0.000	no change
I1I15_009872	contig6:275766-277111	1	contig6:275766-277111	-	1345	1	0.000	0.000	no change
I1I15_009873	contig6:283027-283100	1	contig6:283027-283100	-	73	1	0.000	0.000	no change
I1I15_009874	contig6:286211-287207	1	contig6:286211-287207	+	996	1	0.000	0.000	no change
I1I15_009875	contig6:287221-288381	1	contig6:287221-288381	+	1160	1	0.000	0.000	no change
I1I15_009876	contig6:288714-290367	1	contig6:288714-290367	-	1653	1	0.000	0.000	no change
I1I15_009877	contig6:291818-294555	1	contig6:291818-294555	+	2737	1	0.000	0.000	no change
I1I15_009878	contig6:294796-295473	1	contig6:294796-295473	-	677	1	0.000	0.000	no change
I1I15_009879	contig6:296378-296988	1	contig6:296378-296988	+	610	1	0.000	0.000	no change
I1I15_009880	contig6:297496-298392	1	contig6:297496-298581	-	1085	1	0.087	0.000	gene coordinates updated;5prime UTR added;mRNA updated
I1I15_009881	contig6:299025-301555	1	contig6:299025-301555	-	2530	1	0.000	0.000	no change
I1I15_009882	contig6:302193-305633	1	contig6:302193-305633	+	3440	1	0.000	0.000	no change
I1I15_009883	contig6:306065-307489	1	contig6:306065-307489	+	1424	1	0.000	0.000	no change
I1I15_009884	contig6:307707-308516	1	contig6:307707-308516	-	809	1	0.000	0.000	no change
I1I15_009885	contig6:309619-311408	1	contig6:309224-311946	-	2722	1	0.231	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009886	contig6:313849-314271	1	contig6:313849-314271	-	422	1	0.000	0.000	no change
I1I15_009887	contig6:318942-320090	1	contig6:318942-320090	+	1148	1	0.000	0.000	no change
I1I15_009888	contig6:321274-322954	1	contig6:321274-322954	-	1680	1	0.000	0.000	no change
I1I15_009889	contig6:323795-323956	1	contig6:323795-323956	+	161	1	0.000	0.000	no change
I1I15_009890	contig6:324384-329290	1	contig6:324384-330013	+	5629	1	0.065	0.000	gene coordinates updated;3prime UTR added;mRNA updated
I1I15_009891	contig6:330155-332862	1	contig6:330047-332936	+	2889	1	0.034	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009892	contig6:333108-334028	1	contig6:333108-334028	+	920	1	0.000	0.000	no change
I1I15_009893	contig6:336717-338502	1	contig6:336717-338502	+	1785	1	0.000	0.000	no change
I1I15_009894	contig6:339829-340155	1	contig6:339829-340155	+	326	1	0.000	0.000	no change
I1I15_009895	contig6:341324-343046	1	contig6:341324-343046	-	1722	1	0.000	0.000	no change
I1I15_009896	contig6:343780-346149	1	contig6:343472-346330	-	2858	1	0.090	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009897	contig6:346767-348626	1	contig6:346767-348626	+	1859	1	0.000	0.000	no change
I1I15_009898	contig6:349373-351125	1	contig6:349373-351125	+	1752	1	0.000	0.000	no change
I1I15_009899	contig6:351815-353521	1	contig6:351815-353521	+	1706	1	0.000	0.000	no change
I1I15_009900	contig6:355485-357370	1	contig6:355485-357370	-	1885	1	0.000	0.000	no change
I1I15_009901	contig6:357461-357697	1	contig6:357461-357697	+	236	1	0.000	0.000	no change
I1I15_009902	contig6:361576-363759	1	contig6:361576-363759	+	2183	1	0.000	0.000	no change
I1I15_009903	contig6:364411-365351	1	contig6:364411-365351	+	940	1	0.000	0.000	no change
I1I15_009904	contig6:366157-367352	1	contig6:366157-367352	-	1195	1	0.000	0.000	no change
I1I15_009905	contig6:368646-369941	1	contig6:368646-369941	-	1295	1	0.000	0.000	no change
I1I15_009906	contig6:377453-377686	1	contig6:377453-377686	+	233	1	0.000	0.000	no change
I1I15_009907	contig6:382291-384208	1	contig6:382291-384208	+	1917	1	0.000	0.000	no change
I1I15_009908	contig6:384961-385965	1	contig6:384961-385965	-	1004	1	0.000	0.000	no change
I1I15_009909	contig6:386120-386929	1	contig6:386120-386929	-	809	1	0.000	0.000	no change
I1I15_009910	contig6:388637-392153	1	contig6:388637-392153	-	3516	1	0.000	0.000	no change
I1I15_009911	contig6:398048-398645	1	contig6:398048-398645	-	597	1	0.000	0.000	no change
I1I15_009912	contig6:398722-398922	1	contig6:398722-398922	-	200	1	0.000	0.000	no change
I1I15_009913	contig6:399416-400963	1	contig6:399416-400963	-	1547	1	0.000	0.000	no change
I1I15_009914	contig6:401738-402520	1	contig6:401738-402520	+	782	1	0.000	0.000	no change
I1I15_009915	contig6:402938-404433	1	contig6:402938-404433	+	1495	1	0.000	0.000	no change
I1I15_009916	contig6:404984-405340	1	contig6:404984-405340	+	356	1	0.000	0.000	no change
I1I15_009917	contig6:405609-406579	1	contig6:405609-406579	-	970	1	0.000	0.000	no change
I1I15_009918	contig6:410113-411662	1	contig6:409986-411744	+	1758	1	0.062	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009919	contig6:411934-413961	1	contig6:411934-413961	+	2027	1	0.000	0.000	no change
I1I15_009920	contig6:415163-416916	1	contig6:415163-416916	-	1753	1	0.000	0.000	no change
I1I15_009921	contig6:418767-420451	1	contig6:418767-420451	-	1684	1	0.000	0.000	no change
I1I15_009922	contig6:422490-424125	1	contig6:422490-424125	+	1635	1	0.000	0.000	no change
I1I15_009923	contig6:424475-425690	1	contig6:424475-425690	-	1215	1	0.000	0.000	no change
I1I15_009924	contig6:427238-429066	1	contig6:427238-429066	+	1828	1	0.000	0.000	no change
I1I15_009925	contig6:429517-429885	1	contig6:429517-429885	+	368	1	0.000	0.000	no change
I1I15_009926	contig6:429953-431104	1	contig6:429953-431104	+	1151	1	0.000	0.000	no change
I1I15_009927	contig6:432433-433271	1	contig6:432433-433271	+	838	1	0.000	0.000	no change
I1I15_009928	contig6:434032-435382	1	contig6:434032-435382	+	1350	1	0.000	0.000	no change
I1I15_009929	contig6:435951-437164	1	contig6:435715-437512	-	1797	1	0.174	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009930	contig6:444064-446424	1	contig6:444064-446424	-	2360	1	0.000	0.000	no change
I1I15_009931	contig6:447635-448738	1	contig6:447635-448738	-	1103	1	0.000	0.000	no change
I1I15_009932	contig6:449465-450132	1	contig6:449465-450132	+	667	1	0.000	0.000	no change
I1I15_009933	contig6:460087-462740	1	contig6:460087-462740	+	2653	1	0.000	0.000	no change
I1I15_009934	contig6:463330-464095	1	contig6:463330-464095	-	765	1	0.000	0.000	no change
I1I15_009935	contig6:465114-466256	1	contig6:465114-466256	+	1142	1	0.000	0.000	no change
I1I15_009936	contig6:467497-469481	1	contig6:467497-469481	-	1984	1	0.000	0.000	no change
I1I15_009937	contig6:472228-475014	1	contig6:472084-475293	+	3209	1	0.066	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009938	contig6:475595-477631	1	contig6:475595-477631	-	2036	1	0.000	0.000	no change
I1I15_009939	contig6:482220-482831	1	contig6:482220-482831	-	611	1	0.000	0.000	no change
I1I15_009940	contig6:482978-483520	1	contig6:482978-483977	-	999	1	0.212	0.017	gene coordinates updated;5prime UTR added;mRNA updated;CDS update [translation pident: 96%]
I1I15_009941	contig6:487392-489196	1	contig6:487042-489196	+	2154	1	0.107	0.074	gene coordinates updated;5prime UTR added;mRNA updated;CDS update [translation pident: 85%]
I1I15_009942	contig6:489740-490600	1	contig6:489740-490600	-	860	1	0.000	0.000	no change
I1I15_009943	contig6:491572-493192	1	contig6:491572-493192	+	1620	1	0.000	0.000	no change
I1I15_009944	contig6:493534-495718	1	contig6:493534-495718	+	2184	1	0.000	0.000	no change
I1I15_009945	contig6:497091-498446	1	contig6:496882-498446	+	1564	1	0.067	0.000	gene coordinates updated;5prime UTR added;mRNA updated
I1I15_009946	contig6:499074-502387	1	contig6:499074-502387	-	3313	1	0.000	0.000	no change
I1I15_009947	contig6:502889-505321	1	contig6:502889-505321	-	2432	1	0.000	0.000	no change
I1I15_009948	contig6:505626-506336	1	contig6:505626-506336	-	710	1	0.000	0.000	no change
I1I15_009949	contig6:506787-506966	1	contig6:506787-507142	-	355	1	0.248	0.000	gene coordinates updated;5prime UTR added;mRNA updated
I1I15_009950	contig6:507536-508905	1	contig6:507536-508905	+	1369	1	0.000	0.000	no change
I1I15_009951	contig6:509333-510754	1	contig6:509333-510754	-	1421	1	0.000	0.000	no change
I1I15_009952	contig6:510986-511168	1	contig6:510986-511168	-	182	1	0.000	0.000	no change
I1I15_009953	contig6:511204-511731	1	contig6:511204-511731	-	527	1	0.000	0.000	no change
I1I15_009954	contig6:512656-514565	1	contig6:512656-514565	-	1909	1	0.000	0.000	no change
I1I15_009955	contig6:515188-518128	1	contig6:515172-518392	+	3220	1	0.053	0.044	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated;CDS update [translation pident: 92%]
I1I15_009956	contig6:518413-519504	1	contig6:518413-519509	-	1096	1	0.003	0.000	gene coordinates updated;5prime UTR added;mRNA updated
I1I15_009957	contig6:519565-520379	1	contig6:519565-520379	-	814	1	0.000	0.000	no change
I1I15_009958	contig6:520740-531834	1	contig6:520472-531834	-	11362	1	0.012	0.000	gene coordinates updated;3prime UTR added;mRNA updated
I1I15_009959	contig6:532395-533846	1	contig6:532395-533846	+	1451	1	0.000	0.000	no change
I1I15_009960	contig6:534656-535570	1	contig6:534656-535570	-	914	1	0.000	0.000	no change
I1I15_009961	contig6:535778-536291	1	contig6:535778-536291	-	513	1	0.000	0.000	no change
I1I15_009962	contig6:537419-543077	1	contig6:537419-543077	-	5658	1	0.000	0.000	no change
I1I15_009963	contig6:543863-544762	1	contig6:543863-544762	-	899	1	0.000	0.000	no change
I1I15_009964	contig6:545354-547519	1	contig6:545354-547519	+	2165	1	0.000	0.000	no change
I1I15_009965	contig6:548255-550426	1	contig6:548255-550426	-	2171	1	0.000	0.000	no change
I1I15_009966	contig6:550942-552693	1	contig6:550816-552728	+	1912	2	0.025	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009967	contig6:552939-553595	1	contig6:552939-553595	-	656	1	0.000	0.000	no change
I1I15_009968	contig6:554887-557850	1	contig6:554491-558289	+	3798	1	0.103	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009969	contig6:558759-559514	1	contig6:558759-559514	-	755	1	0.000	0.000	no change
I1I15_009970	contig6:559928-562102	1	contig6:559928-562102	-	2174	1	0.000	0.000	no change
I1I15_009971	contig6:563069-564011	1	contig6:562537-564268	-	1731	1	0.275	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009972	contig6:564958-570988	1	contig6:564958-570988	+	6030	1	0.000	0.000	no change
I1I15_009973	contig6:572204-574377	1	contig6:572204-574377	-	2173	1	0.000	0.000	no change
I1I15_009974	contig6:576999-579508	1	contig6:576883-579655	-	2772	1	0.049	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_009975	contig6:580137-582001	1	contig6:580137-582454	-	2317	1	0.101	0.000	gene coordinates updated;5prime UTR added;mRNA updated
I1I15_009976	contig6:583488-584057	1	contig6:583488-584057	+	569	1	0.000	0.000	no change
I1I15_009977	contig6:585551-590985	1	contig6:585551-590985	+	5434	1	0.000	0.000	no change
I1I15_009978	contig6:591731-593491	1	contig6:591731-593491	+	1760	1	0.000	0.000	no change
I1I15_009979	contig6:597250-598453	1	contig6:597250-598453	+	1203	1	0.000	0.000	no change
I1I15_009980	contig6:600326-602691	1	contig6:600326-602691	-	2365	1	0.000	0.000	no change
I1I15_009981	contig6:603950-604300	1	contig6:603950-604300	-	350	1	0.000	0.000	no change
I1I15_009982	contig6:608152-609992	1	contig6:608152-609992	-	1840	1	0.000	0.000	no change
I1I15_009983	contig6:610626-610928	1	contig6:610626-610928	+	302	1	0.000	0.000	no change
I1I15_009984	contig6:613596-614795	1	contig6:613596-614858	+	1262	1	0.026	0.000	gene coordinates updated;3prime UTR added;mRNA updated
I1I15_009985	contig6:617511-617581	1	contig6:617511-617581	+	70	1	0.000	0.000	no change
I1I15_009986	contig6:620642-621356	1	contig6:620642-621356	-	714	1	0.000	0.000	no change
I1I15_009987	contig6:623089-624747	1	contig6:623089-624747	+	1658	1	0.000	0.000	no change
I1I15_009988	contig6:624930-627196	1	contig6:624930-627196	+	2266	1	0.000	0.000	no change
I1I15_009989	contig6:627458-628470	1	contig6:627458-628470	-	1012	1	0.000	0.000	no change
I1I15_009990	contig6:629725-631827	1	contig6:629725-631827	+	2102	1	0.000	0.000	no change
I1I15_009991	contig6:635892-636600	1	contig6:635892-636600	+	708	1	0.000	0.000	no change
I1I15_009992	contig6:636640-637500	1	contig6:636640-637500	+	860	1	0.000	0.000	no change
I1I15_009993	contig6:638081-639103	1	contig6:638081-639204	-	1123	1	0.045	0.025	gene coordinates updated;5prime UTR added;mRNA updated;CDS update [translation pident: 95%]
I1I15_009994	contig6:641022-644429	1	contig6:640669-644429	-	3760	1	0.047	0.000	gene coordinates updated;3prime UTR added;mRNA updated
I1I15_009995	contig6:645501-648354	1	contig6:645501-648354	-	2853	1	0.000	0.000	no change
I1I15_009996	contig6:652665-654133	1	contig6:652665-654133	+	1468	1	0.000	0.000	no change
I1I15_009997	contig6:656650-659530	1	contig6:656650-659530	+	2880	1	0.000	0.000	no change
I1I15_009998	contig6:660299-661717	1	contig6:660299-661717	-	1418	1	0.000	0.000	no change
I1I15_009999	contig6:664754-666637	1	contig6:664754-666637	-	1883	1	0.000	0.000	no change
I1I15_010000	contig6:669164-670209	1	contig6:669073-670358	-	1285	1	0.117	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_010001	contig6:671658-674078	1	contig6:671658-674078	+	2420	1	0.000	0.000	no change
I1I15_010002	contig6:674405-675334	1	contig6:674405-675334	+	929	1	0.000	0.000	no change
I1I15_010003	contig6:675676-676925	1	contig6:675676-676925	-	1249	1	0.000	0.000	no change
I1I15_010004	contig6:677611-678997	1	contig6:677611-678997	+	1386	1	0.000	0.000	no change
I1I15_010005	contig6:679404-680541	1	contig6:679277-681638	+	2361	1	0.344	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_010006	contig6:682250-682555	1	contig6:682250-682555	+	305	1	0.000	0.000	no change
I1I15_010007	contig6:682811-683311	1	contig6:682811-683311	+	500	1	0.000	0.000	no change
I1I15_010008	contig6:684641-685525	1	contig6:684641-685525	+	884	1	0.000	0.000	no change
I1I15_010009	contig6:687542-692336	1	contig6:687542-692336	-	4794	1	0.000	0.000	no change
I1I15_010010	contig6:695158-696786	1	contig6:694997-697107	-	2110	1	0.118	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_010011	contig6:697507-700324	1	contig6:697098-700753	+	3655	1	0.149	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_010012	contig6:701413-701971	1	contig6:701413-701971	-	558	1	0.000	0.000	no change
I1I15_010013	contig6:703788-705859	1	contig6:703788-705859	+	2071	1	0.000	0.000	no change
I1I15_010014	contig6:706270-706354	1	contig6:706270-706354	-	84	1	0.000	0.000	no change
I1I15_010015	contig6:706850-708102	1	contig6:706850-708102	+	1252	1	0.000	0.000	no change
I1I15_010016	contig6:708222-709743	1	contig6:708222-709743	-	1521	1	0.000	0.000	no change
I1I15_010017	contig6:711169-715540	1	contig6:711169-715540	+	4371	1	0.000	0.000	no change
I1I15_010018	contig6:716272-716854	1	contig6:716272-716854	-	582	1	0.000	0.000	no change
I1I15_010019	contig6:718938-722706	1	contig6:718443-722772	-	4329	2	0.028	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_010020	contig6:723606-726055	1	contig6:723606-726055	+	2449	1	0.000	0.000	no change
I1I15_010021	contig6:727646-728467	1	contig6:727161-728808	+	1647	1	0.262	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_010022	contig6:729076-730304	1	contig6:729076-730304	+	1228	1	0.000	0.000	no change
I1I15_010023	contig6:730903-731871	1	contig6:730903-731871	+	968	1	0.000	0.000	no change
I1I15_010024	contig6:732183-733876	1	contig6:732019-734078	+	2059	1	0.102	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_010025	contig6:734348-734917	1	contig6:734348-734917	-	569	1	0.000	0.000	no change
I1I15_010026	contig6:737250-737851	1	contig6:737250-737885	+	635	1	0.029	0.000	gene coordinates updated;3prime UTR added;mRNA updated
I1I15_010027	contig6:738501-739988	1	contig6:738501-739988	-	1487	1	0.000	0.000	no change
I1I15_010028	contig6:740750-742193	1	contig6:740390-742431	+	2041	1	0.168	0.050	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated;CDS update [translation pident: 90%]
I1I15_010029	contig6:742963-744284	1	contig6:743021-744284	+	1263	1	0.040	0.035	gene coordinates updated;5prime UTR added;mRNA updated;CDS update [translation pident: 97%]
I1I15_010030	contig6:744377-745021	1	contig6:744377-745021	+	644	1	0.000	0.000	no change
I1I15_010031	contig6:745055-747185	1	contig6:745055-747185	-	2130	1	0.000	0.000	no change
I1I15_010032	contig6:748141-750176	1	contig6:748141-750176	+	2035	1	0.000	0.000	no change
I1I15_010033	contig6:752302-753672	1	contig6:752110-753920	+	1810	1	0.122	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_010034	contig6:754139-755163	1	contig6:754139-755163	+	1024	1	0.000	0.000	no change
I1I15_010035	contig6:755467-756558	1	contig6:755467-756558	+	1091	1	0.000	0.000	no change
I1I15_010036	contig6:757133-758305	1	contig6:757133-758305	-	1172	1	0.000	0.000	no change
I1I15_010037	contig6:758603-760258	1	contig6:758603-760258	+	1655	1	0.000	0.000	no change
I1I15_010038	contig6:760618-761421	1	contig6:760618-761421	-	803	1	0.000	0.000	no change
I1I15_010039	contig6:764003-764808	1	contig6:764003-764808	-	805	1	0.000	0.000	no change
I1I15_010040	contig6:767193-768281	1	contig6:767193-768281	+	1088	1	0.000	0.000	no change
I1I15_010041	contig6:770913-771854	1	contig6:770913-771854	+	941	1	0.000	0.000	no change
I1I15_010042	contig6:772684-775569	1	contig6:772684-775569	+	2885	1	0.000	0.000	no change
I1I15_010043	contig6:777152-780568	1	contig6:777152-780568	+	3416	1	0.000	0.000	no change
I1I15_010044	contig6:780802-783102	1	contig6:780802-783102	+	2300	1	0.000	0.000	no change
I1I15_010045	contig6:783781-785680	1	contig6:783781-785680	+	1899	1	0.000	0.000	no change
I1I15_010046	contig6:787628-788110	1	contig6:787628-788110	+	482	1	0.000	0.000	no change
